queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,4.0,8.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,3.0,6.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,3.0,6.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,3.0,6.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,2.0,4.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,2.0,4.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,2.0,4.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,2.0,4.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,2.0,4.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,2.0,4.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,2.0,4.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,2.0,4.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,1.0,2.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
queue1,0.0,0.0,0.0
queue2,0.0,0.0,0.0
queue0,0.0,0.0,0.0
